1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.558944e+02	1.299974e+02
1.568133e+02	1.299912e+02
1.577271e+02	1.299809e+02
1.586339e+02	1.299663e+02
1.595298e+02	1.299509e+02
1.604206e+02	1.299354e+02
1.613043e+02	1.299314e+02
1.621954e+02	1.299341e+02
1.630915e+02	1.299384e+02
1.639855e+02	1.299580e+02
1.648768e+02	1.300389e+02
1.657898e+02	1.302318e+02
1.666443e+02	1.305420e+02
1.674354e+02	1.309622e+02
1.681901e+02	1.314749e+02
1.689237e+02	1.320170e+02
1.696567e+02	1.325725e+02
1.703442e+02	1.331099e+02
1.710371e+02	1.336610e+02
1.717390e+02	1.341918e+02
1.725152e+02	1.346591e+02
1.733116e+02	1.349975e+02
1.742038e+02	1.352434e+02
1.750873e+02	1.353852e+02
1.759597e+02	1.354729e+02
1.768434e+02	1.355340e+02
1.777436e+02	1.356056e+02
1.786505e+02	1.356830e+02
1.795293e+02	1.357503e+02
1.804328e+02	1.358089e+02
1.813356e+02	1.358631e+02
1.822584e+02	1.359240e+02
1.831508e+02	1.359871e+02
1.840497e+02	1.360620e+02
1.849095e+02	1.361427e+02
1.858358e+02	1.362278e+02
1.866999e+02	1.363056e+02
1.875873e+02	1.363842e+02
1.885001e+02	1.364570e+02
1.894139e+02	1.365231e+02
1.903090e+02	1.365891e+02
1.911966e+02	1.366661e+02
1.920669e+02	1.367473e+02
1.929482e+02	1.368290e+02
1.938431e+02	1.369177e+02
1.947383e+02	1.370080e+02
1.956286e+02	1.370965e+02
1.965450e+02	1.371945e+02
1.974106e+02	1.372887e+02
1.983286e+02	1.374360e+02
1.991816e+02	1.376896e+02
1.999789e+02	1.380473e+02
2.007359e+02	1.385124e+02
2.014290e+02	1.390717e+02
2.020878e+02	1.396961e+02
2.027604e+02	1.403304e+02
2.034185e+02	1.409474e+02
2.040858e+02	1.415760e+02
2.047526e+02	1.422007e+02
2.053943e+02	1.427927e+02
2.060538e+02	1.433980e+02
2.067025e+02	1.440129e+02
2.073296e+02	1.446990e+02
2.078685e+02	1.454667e+02
2.082894e+02	1.462863e+02
2.085923e+02	1.471417e+02
2.088337e+02	1.480099e+02
2.090796e+02	1.488450e+02
2.093333e+02	1.497207e+02
2.095769e+02	1.505738e+02
2.098225e+02	1.514537e+02
2.100730e+02	1.523522e+02
2.103092e+02	1.531920e+02
2.105614e+02	1.540870e+02
2.108075e+02	1.549760e+02
2.110371e+02	1.558349e+02
2.112670e+02	1.567270e+02
2.114886e+02	1.576058e+02
